URL,Strategy,Performance Score,Cumulative Layout Shift,First Contentful Paint Time (ms),Largest Contentful Paint Time (ms),Time to Interactive (ms),Total Blocking Time (ms),Server Response Times (TTFB) (ms)
https://softwaretested.com/security-and-privacy/page/2/,mobile,100.0,0.0,1309.0,1309.0,1309.0,0.0,542
https://softwaretested.com/security-and-privacy/page/2/,desktop,100.0,0.0,429.5,429.5,429.5,0.0,578
https://softwaretested.com/file-library/letter/z/,mobile,100.0,0.00445295639911235,1150.0,1300.0,1150.0,0.0,323
https://softwaretested.com/file-library/letter/z/,desktop,100.0,0.0,485.5,525.5,485.5,0.0,319
https://softwaretested.com/file-library/letter/j/,mobile,100.0,0.00445295639911235,1151.0,1301.0,1151.0,0.0,324
https://softwaretested.com/file-library/letter/j/,desktop,100.0,0.0,488.0,528.0,488.0,0.0,324
https://softwaretested.com/file-library/letter/q/,mobile,100.0,0.00445295639911235,1173.0,1323.0,1173.0,0.0,350
https://softwaretested.com/file-library/letter/q/,desktop,100.0,0.0,483.5,523.5,483.5,0.0,322
https://softwaretested.com/file-library/filetype/exe/?page=20,mobile,100.0,0.0045624312413779155,1174.5,1324.5,1174.5,0.0,348
https://softwaretested.com/file-library/filetype/exe/?page=20,desktop,100.0,0.0,512.0,552.0,512.0,0.0,350
https://softwaretested.com/file-library/filetype/exe/?page=11,mobile,100.0,0.0045624312413779155,1148.0,1298.0,1148.0,0.0,325
https://softwaretested.com/file-library/filetype/exe/?page=11,desktop,100.0,0.0,513.0,553.0,513.0,0.0,349
https://softwaretested.com,mobile,100.0,0.0,1339.0,1339.0,1339.0,0.0,628
https://softwaretested.com,desktop,100.0,0.0,435.0,435.0,435.0,0.0,519
